title,source,url,published
The Dark Side of Free Wi-Fi | Protect Your Data Before It’s Too Late,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/the-dark-side-of-free-wi-fi-protect-your-data-before-its-too-late/videoshow/120888368.cms,2025-05-05T04:45:20
Swiggy suspends hyperlocal delivery service Genie across multiple cities,Economic Times - Tech,https://economictimes.indiatimes.com/tech/startups/swiggy-suspends-genie-services-in-multiple-cities/articleshow/120887622.cms,2025-05-05T04:33:39
Anduril to acquire Ireland's Klas to bolster AI warfare systems,Economic Times - Tech,https://economictimes.indiatimes.com/tech/artificial-intelligence/anduril-to-acquire-irelands-klas-to-bolster-ai-warfare-systems/articleshow/120888012.cms,2025-05-05T04:24:59
The House is trying to kill Tesla’s EV credits. What happens next.,LiveMint - Companies,https://www.livemint.com/companies/the-house-is-trying-to-kill-tesla-s-ev-credits-what-happens-next-11746417022057.html,2025-05-05T04:17:36
How one of Europe's most-valued fintechs wants to capture India's remittance market,LiveMint - Companies,https://www.livemint.com/companies/news/revolut-fintechs-remittance-upi-market-europe-lendingkart-ppi-wallet-arvog-forex-cross-border-travel-rbi-payments-11746339592801.html,2025-05-05T03:57:39
"Swiggy shares jump 6% as Bolt expands to 500 cities, Zomato exits 10-minute delivery",Economic Times - Tech,https://economictimes.indiatimes.com/tech/startups/swiggy-shares-in-focus-as-bolt-expands-to-500-cities-zomato-exits-10-minute-delivery/articleshow/120896361.cms,2025-05-05T03:25:10
NZ central bank sees AI adoption posing risk to financial stability,Economic Times - Tech,https://economictimes.indiatimes.com/tech/artificial-intelligence/nz-central-bank-sees-ai-adoption-posing-risk-to-financial-stability/articleshow/120886688.cms,2025-05-05T03:19:26
New York cardinal says Trump AI pope image 'wasn't good',Economic Times - Tech,https://economictimes.indiatimes.com/tech/artificial-intelligence/new-york-cardinal-says-trump-ai-pope-image-wasnt-good/articleshow/120885049.cms,2025-05-05T02:33:57
Ola’s brand move; Tata looks to go Dutch,Economic Times - Tech,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/olas-brand-move-tata-looks-to-go-dutch/articleshow/120884245.cms,2025-05-05T01:33:14
"Good Glamm delays April salaries, yet to settle full dues to former employees",LiveMint - Companies,https://www.livemint.com/companies/news/good-glamm-delays-april-salaries-yet-to-settle-full-dues-to-former-employees-11746348786376.html,2025-05-05T00:45:15
"Tata Electronics taps chip giant NXP to bag orders for fab, OSAT",Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/tata-electronics-taps-chip-giant-nxp-to-bag-orders-for-fab-osat/articleshow/120877914.cms,2025-05-05T00:30:00
"Fintech-focused VC fund QED set to deploy $300 million in India, APAC",Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/us-vc-qed-investors-set-to-deploy-300-million-in-india-apac/articleshow/120877462.cms,2025-05-05T00:30:00
SC’s e-accessibility order to push firms on digital inclusivity,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/scs-eaccessibility-order-to-push-firms-on-digital-inclusivity/articleshow/120878225.cms,2025-05-05T00:30:00
Exclusive: Ola brand IP may transfer to Bhavish Aggarwal’s family office amid group restructuring,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/ola-ip-may-transfer-to-bhavish-family-office/articleshow/120876932.cms,2025-05-05T00:30:00
Uber’s lifeline off the table for BluSmart as EV depreciation becomes key contention,LiveMint - Companies,https://www.livemint.com/companies/uber-blusmart-ev-gensol-engineering-anmol-jaggi-refex-group-cars24-power-finance-corporation-ireda-azure-power-nifty-11746351165193.html,2025-05-05T00:00:14
US researchers seek to legitimise AI mental health care,Economic Times - Tech,https://economictimes.indiatimes.com/tech/artificial-intelligence/us-researchers-seek-to-legitimise-ai-mental-health-care/articleshow/120879110.cms,2025-05-04T18:46:00
"Shell likely to acquire BP, energy giant weighs in merits of the deal amid potential oil prices decline",LiveMint - Companies,https://www.livemint.com/companies/news/shell-likely-to-acquire-bp-energy-giant-weighs-in-merits-of-the-deal-amid-potential-oil-prices-decline-11746377043766.html,2025-05-04T17:03:50
"Deloitte hiring workers without college degrees: Jobs, openings, how to apply?",LiveMint - Companies,https://www.livemint.com/companies/news/deloitte-hiring-workers-without-college-degrees-jobs-openings-how-to-apply-11746374067439.html,2025-05-04T16:48:48
Alphabet spent over Rs 68 crore on CEO Sundar Pichai's security in 2024: Report,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/alphabet-spent-over-rs-68-crore-on-ceo-sundar-pichais-security-in-2024-report/articleshow/120875255.cms,2025-05-04T15:18:32
"Starlink is now available in Congo, Elon Musk says",Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/starlink-is-now-available-in-congo-elon-musk-says/articleshow/120875097.cms,2025-05-04T15:04:42
HDFC Bank is beginning to fire again. Can it take on the Bank of China?,LiveMint - Companies,https://www.livemint.com/companies/hdfc-bank-sashidhar-jagdishan-market-value-stock-target-price-bank-of-china-reliance-global-banks-11746367039558.html,2025-05-04T14:20:31
Trump says would extend TikTok deadline if there is still no deal,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/trump-says-would-extend-tiktok-deadline-if-there-is-still-no-deal/articleshow/120874560.cms,2025-05-04T14:15:52
Here's how Urban Company plans to use its IPO proceeds,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/heres-how-urban-company-plans-to-use-its-ipo-proceeds/articleshow/120871768.cms,2025-05-04T13:58:22
China denies accessing data after TikTok hit with huge EU fine,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/china-denies-accessing-data-after-tiktok-hit-with-huge-eu-fine/articleshow/120874263.cms,2025-05-04T13:51:08
Mint Explainer: The Supreme Court's Bhushan Power ruling that has stunned India's insolvency ecosystem,LiveMint - Companies,https://www.livemint.com/companies/bhushan-power-and-steel-bpsl-jsw-steel-supreme-court-ruling-insolvency-resolution-bankruptcy-ibc-resolution-professional-11746357857257.html,2025-05-04T13:35:51
Church donation box goes digital in Greece,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/church-donation-box-goes-digital-in-greece/articleshow/120873993.cms,2025-05-04T13:24:12
"CEO of $3 billion company, who grew up in poverty, now asks himself THIS one question before bed every night",LiveMint - Companies,https://www.livemint.com/companies/people/ceo-of-3-billion-company-who-grew-up-in-poverty-now-asks-himself-this-one-question-before-bed-every-night-11746361310488.html,2025-05-04T12:33:09
"Berkshire shareholders reject diversity, AI proposals",Economic Times - Tech,https://economictimes.indiatimes.com/tech/artificial-intelligence/berkshire-shareholders-reject-diversity-ai-proposals/articleshow/120872046.cms,2025-05-04T12:21:25
Kidnapped father of crypto-millionaire freed in French police raid,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/kidnapped-father-of-crypto-millionaire-freed-in-french-police-raid/articleshow/120871265.cms,2025-05-04T11:46:19
Skype to go offline on May 5; Microsoft urges transition to Teams,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/skype-to-go-offline-on-may-5-microsoft-urges-transition-to-teams/articleshow/120871056.cms,2025-05-04T11:27:38
Harsh Goenka’s ‘red flag’ quip as US cabinet hails Trump's 100 days: ‘When democracies start looking like fan clubs…’,LiveMint - Companies,https://www.livemint.com/companies/people/harsh-goenka-red-flag-quip-as-us-cabinet-hails-donald-trump-100-days-when-democracies-start-looking-like-fan-club-11746348950645.html,2025-05-04T11:23:34
Trump to meet GCC leaders in Riyadh: source close to Saudi government,Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/trump-to-meet-gcc-leaders-in-riyadh-source-close-to-saudi-government/articleshow/120870777.cms,2025-05-04T11:04:47
"China's Ant Group plans to list overseas unit in Hong Kong, report says",Economic Times - Tech,https://economictimes.indiatimes.com/tech/technology/chinas-ant-group-plans-to-list-overseas-unit-in-hong-kong-report-says/articleshow/120870734.cms,2025-05-04T11:01:08
How a US tech giant’s AI ambitions came to be Indian IT’s bugbear,LiveMint - Companies,https://www.livemint.com/companies/indian-it-companies-global-tech-giant-artificial-intelligence-ai-genai-impact-revenue-hit-it-business-model-11746101417173.html,2025-05-04T10:45:27
"AI adoption can boost revenue by 10%, cut costs by 15% for media industry: EY",Economic Times - Tech,https://economictimes.indiatimes.com/tech/artificial-intelligence/ai-adoption-can-increase-revenue-by-10-reduce-costs-by-15-for-media-industry-ey/articleshow/120869660.cms,2025-05-04T09:39:09
Forget the market? Warren Buffett's advice to young investors: ‘You want to hang out with…’,LiveMint - Companies,https://www.livemint.com/companies/people/forget-the-market-warren-buffetts-advice-to-young-investors-you-want-to-hang-out-with-11746348292817.html,2025-05-04T09:34:45
"BluSmart drivers protest over unpaid dues, demand jobs after shutdown",Economic Times - Tech,https://economictimes.indiatimes.com/tech/startups/blusmart-drivers-protest-over-unpaid-dues-demand-jobs-after-shutdown/articleshow/120868184.cms,2025-05-04T08:45:21
"Who is Greg Abel? All about the next CEO of Berkshire Hathaway, designated successor by Warren Buffett",LiveMint - Companies,https://www.livemint.com/companies/people/who-is-greg-abel-meet-warren-buffett-name-designate-successor-next-ceo-berkshire-hathaway-business-challenges-investment-11746340655525.html,2025-05-04T08:41:33
"Warren Buffett is stepping down from Berkshire Hathaway after 60 years. Plus, 4 other takeaways you may have missed.",LiveMint - Companies,https://www.livemint.com/companies/warren-buffet-is-stepping-down-from-berkshire-hathaway-after-60-years-plus-4-other-takeaways-you-may-have-missed-11746345393921.html,2025-05-04T08:03:37
"CII releases guidebook on effective AI adoption, governance for board leaders",Economic Times - Tech,https://economictimes.indiatimes.com/tech/artificial-intelligence/cii-releases-guidebook-on-effective-ai-adoption-governance-for-board-leaders/articleshow/120867847.cms,2025-05-04T07:46:39
RackBank opens 80MW AI data centre in Raipur,Economic Times - Tech,https://economictimes.indiatimes.com/tech/artificial-intelligence/rackbank-opens-80mw-ai-data-centre-in-raipur/articleshow/120867624.cms,2025-05-04T07:38:48
"RackBank to build 80MW AI data centre for Rs 1,000 crore in Raipur",Economic Times - Tech,https://economictimes.indiatimes.com/tech/startups/rackbank-opens-80mw-ai-data-centre-in-raipur/articleshow/120866897.cms,2025-05-04T07:38:48
"Why Warren Buffett's son, Howie Buffett, won't be CEO of Berkshire Hathaway",LiveMint - Companies,https://www.livemint.com/companies/people/why-warren-buffett-son-howie-howard-buffett-will-not-be-ceo-berkshire-hathway-named-successor-greg-abel-business-us-news-11746333423687.html,2025-05-04T07:23:26
Q4 earnings watch: When rising input costs came to bite again,LiveMint - Companies,https://www.livemint.com/companies/company-results/q4-earnings-raw-material-expenses-rising-input-costs-net-sales-global-commodity-prices-oil-and-gas-auto-metals-fmcg-11746336256260.html,2025-05-04T07:19:43
"Tim Cook says ‘inspired’ by Warren Buffett's wisdom, heaps praise on Berkshire Hathaway founder",LiveMint - Companies,https://www.livemint.com/companies/people/tim-cook-apple-inspired-by-warren-buffett-wisdom-praise-berkshire-hathaway-founder-retiring-2025-end-new-ceo-greg-abel-11746329786836.html,2025-05-04T04:12:37
Fired Kohl’s CEO Said to Have Had History of Mixing Relationship With Work,LiveMint - Companies,https://www.livemint.com/companies/news/fired-kohl-s-ceo-said-to-have-had-history-of-mixing-relationship-with-work-11746316149388.html,2025-05-03T23:49:08
"Berkshire shareholders reject diversity, AI proposals",LiveMint - Companies,https://www.livemint.com/companies/news/berkshire-shareholders-reject-diversity-ai-proposals-11746303476491.html,2025-05-03T20:17:56
"Flipkart records highest-ever single day sale, grosses $200mn",MoneyControl - Market News,http://www.moneycontrol.com/news/business/flipkart-records-highest-ever-single-day-sale-grosses-36200mn_7577901.html,2016-10-05T09:29:14
Subramanian Swamy seeks ban on import of cement from Pakistan,MoneyControl - Market News,http://www.moneycontrol.com/news/current-affairs/subramanian-swamy-seeks-banimportcementpakistan_7578201.html,2016-10-05T09:20:10
Moneycontrol Exclusive: Govt plans overhaul of tax administration for smooth GST rollout,MoneyControl - Market News,http://www.moneycontrol.com/news/business/moneycontrol-exclusive-govt-plans-overhaultax-administration-for-smooth-gst-rollout_7578021.html,2016-10-05T09:12:19
"Sensex, Nifty wobbly; Hind Zinc, SBI, Force Motors most active",MoneyControl - Market News,http://www.moneycontrol.com/news/local-markets/sensex-nifty-wobbly-hind-zinc-sbi-force-motors-most-active_7577801.html,2016-10-05T08:30:44
Uber  redBus partner with ixigo for train travellers,MoneyControl - Market News,http://www.moneycontrol.com/news/sme/uberredbus-partnerixigo-for-train-travellers_7577561.html,2016-10-05T08:30:34
Workload in IT to come down due to AI; jobs to reduce: Genpact,MoneyControl - Market News,http://www.moneycontrol.com/news/business/workloadit-to-come-down-due-to-ai-jobs-to-reduce-genpact_7577361.html,2016-10-05T08:09:13
Pixel launch: Is Google Assistant's AI an assault on privacy?,MoneyControl - Market News,http://www.moneycontrol.com/news/technology/pixel-launch-is-google-assistants-aiassaultprivacy_7576961.html,2016-10-05T07:23:07
"Up over 200% in 1 year, what's buzzing with Borosil Glass?",MoneyControl - Market News,http://www.moneycontrol.com/news/buzzing-stocks/up-over-2001-year-whats-buzzingborosil-glass_7576821.html,2016-10-05T06:58:33
Why you should not be always chasing returns,MoneyControl - Market News,http://www.moneycontrol.com/news/investing/why-you-should-not-be-always-chasing-returns_7576681.html,2016-10-05T06:57:10
Jhunjhunwala-partnered fund buys stake in TFCI: What's buzzing?,MoneyControl - Market News,http://www.moneycontrol.com/news/business/jhunjhunwala-partnered-fund-buys-staketfci-whats-buzzing_7576501.html,2016-10-05T06:32:15
RBI latest meeting 'diluted' its old policy framework: Nomura,MoneyControl - Market News,http://www.moneycontrol.com/news/economy/rbi-latest-meeting-diluted-its-old-policy-framework-nomura_7576181.html,2016-10-05T06:24:06
Bond bull market may pause but is far from over: Expert,MoneyControl - Market News,http://www.moneycontrol.com/news/economy/bond-bull-market-may-pauseis-farover-expert_7575741.html,2016-10-05T05:24:17
Scope for meaningful rate cuts going ahead: Neelkanth Mishra,MoneyControl - Market News,http://www.moneycontrol.com/news/market-outlook/scope-for-meaningful-rate-cuts-going-ahead-neelkanth-mishra_7575461.html,2016-10-05T05:03:49
Tech up to a healthier world,MoneyControl - Market News,http://www.moneycontrol.com/news/24x7booking/techtohealthier-world_7500201.html,2016-10-05T04:37:15
Steel stocks rally as govt extends MIP on 66 steel products,MoneyControl - Market News,http://www.moneycontrol.com/news/buzzing-stocks/steel-stocks-rally-as-govt-extends-mip66-steel-products_7578561.html,2016-10-05T04:30:07
Endurance Technologies IPO opens: Should you subscribe?,MoneyControl - Market News,http://www.moneycontrol.com/news/ipo-tip/endurance-technologies-ipo-opens-should-you-subscribe_7575861.html,2016-10-05T03:34:03
Cautiously optimistic on India; eyeing earnings revival: Sanger,MoneyControl - Market News,http://www.moneycontrol.com/news/fii-view/cautiously-optimisticindia-eyeing-earnings-revival-sanger_7574941.html,2016-10-05T03:30:17
Automation threatens 69% jobs in India: World Bank,MoneyControl - Market News,http://www.moneycontrol.com/news/current-affairs/automation-threatens-69-jobsindia-world-bank_7574441.html,2016-10-05T02:30:04
